index,entities,answers,sentences,entity,corrected_answers,counter_entity
8277,Cuisine,"['high zagats rating', 'average plate cost', 'less than 20', 'nearby']",i want to go to a restaurant with a high zagats rating and average plate cost of less than 20 nearby,"['Rating', 'Price', 'Price', 'Location']",,none
5235,Price,"['high zagats rating', 'average plate cost', 'less than 20', 'nearby']",i want to go to a restaurant with a high zagats rating and average plate cost of less than 20 nearby,"['Rating', 'Price', 'Price', 'Location']",average plate cost & less than 20,PricePricePricePrice
6756,Location,"['high zagats rating', 'average plate cost', 'less than 20', 'nearby']",i want to go to a restaurant with a high zagats rating and average plate cost of less than 20 nearby,"['Rating', 'Price', 'Price', 'Location']",nearby,LocationLocationLocationLocation
672,Rating,"['high zagats rating', 'average plate cost', 'less than 20', 'nearby']",i want to go to a restaurant with a high zagats rating and average plate cost of less than 20 nearby,"['Rating', 'Price', 'Price', 'Location']",high zagats rating,RatingRatingRatingRating
3714,Amenity,"['high zagats rating', 'average plate cost', 'less than 20', 'nearby']",i want to go to a restaurant with a high zagats rating and average plate cost of less than 20 nearby,"['Rating', 'Price', 'Price', 'Location']",,none
7050,Location,['highest approval ratings'],looking for a restaurant with the highest approval ratings,['Rating'],,none
2487,Dish,['highest approval ratings'],looking for a restaurant with the highest approval ratings,['Rating'],,none
4008,Amenity,['highest approval ratings'],looking for a restaurant with the highest approval ratings,['Rating'],,none
966,Rating,['highest approval ratings'],looking for a restaurant with the highest approval ratings,['Rating'],highest approval ratings,Rating
8571,Cuisine,['highest approval ratings'],looking for a restaurant with the highest approval ratings,['Rating'],,none
11613,Restaurant_Name,['highest approval ratings'],looking for a restaurant with the highest approval ratings,['Rating'],,none
5529,Price,['highest approval ratings'],looking for a restaurant with the highest approval ratings,['Rating'],,none
10092,Hours,['highest approval ratings'],looking for a restaurant with the highest approval ratings,['Rating'],,none
2824,Dish,"['highest rated', 'breakfast burrito']",where can i find the highest rated breakfast burrito,"['Rating', 'Dish']",breakfast burrito,DishDish
4345,Amenity,"['highest rated', 'breakfast burrito']",where can i find the highest rated breakfast burrito,"['Rating', 'Dish']",,none
10429,Hours,"['highest rated', 'breakfast burrito']",where can i find the highest rated breakfast burrito,"['Rating', 'Dish']",,none
1303,Rating,"['highest rated', 'breakfast burrito']",where can i find the highest rated breakfast burrito,"['Rating', 'Dish']",highest rated,RatingRating
8908,Cuisine,"['highest rated', 'breakfast burrito']",where can i find the highest rated breakfast burrito,"['Rating', 'Dish']",,none
7387,Location,"['highest rated', 'breakfast burrito']",where can i find the highest rated breakfast burrito,"['Rating', 'Dish']",,none
11950,Restaurant_Name,"['highest rated', 'breakfast burrito']",where can i find the highest rated breakfast burrito,"['Rating', 'Dish']",,none
5866,Price,"['highest rated', 'breakfast burrito']",where can i find the highest rated breakfast burrito,"['Rating', 'Dish']",,none
11782,Restaurant_Name,"['highest rated', 'thai', 'austin']",what is the highest rated thai restaurant in austin,"['Rating', 'Cuisine', 'Location']",,none
7219,Location,"['highest rated', 'thai', 'austin']",what is the highest rated thai restaurant in austin,"['Rating', 'Cuisine', 'Location']",austin,LocationLocationLocation
8740,Cuisine,"['highest rated', 'thai', 'austin']",what is the highest rated thai restaurant in austin,"['Rating', 'Cuisine', 'Location']",thai,CuisineCuisineCuisine
4177,Amenity,"['highest rated', 'thai', 'austin']",what is the highest rated thai restaurant in austin,"['Rating', 'Cuisine', 'Location']",,none
2656,Dish,"['highest rated', 'thai', 'austin']",what is the highest rated thai restaurant in austin,"['Rating', 'Cuisine', 'Location']",,none
1135,Rating,"['highest rated', 'thai', 'austin']",what is the highest rated thai restaurant in austin,"['Rating', 'Cuisine', 'Location']",highest rated,RatingRatingRating
10261,Hours,"['highest rated', 'thai', 'austin']",what is the highest rated thai restaurant in austin,"['Rating', 'Cuisine', 'Location']",,none
5698,Price,"['highest rated', 'thai', 'austin']",what is the highest rated thai restaurant in austin,"['Rating', 'Cuisine', 'Location']",,none
4081,Amenity,"['highly rated', 'family diner']",please take me to a highly rated family diner,"['Rating', 'Cuisine']",,none
1039,Rating,"['highly rated', 'family diner']",please take me to a highly rated family diner,"['Rating', 'Cuisine']",highly rated,RatingRating
8644,Cuisine,"['highly rated', 'family diner']",please take me to a highly rated family diner,"['Rating', 'Cuisine']",family diner,CuisineCuisine
5602,Price,"['highly rated', 'family diner']",please take me to a highly rated family diner,"['Rating', 'Cuisine']",,none
2560,Dish,"['highly rated', 'family diner']",please take me to a highly rated family diner,"['Rating', 'Cuisine']",,none
10165,Hours,"['highly rated', 'family diner']",please take me to a highly rated family diner,"['Rating', 'Cuisine']",,none
11686,Restaurant_Name,"['highly rated', 'family diner']",please take me to a highly rated family diner,"['Rating', 'Cuisine']",,none
7123,Location,"['highly rated', 'family diner']",please take me to a highly rated family diner,"['Rating', 'Cuisine']",,none
1657,Dish,"['highly rated', 'long john silvers', 'open this late']",can you find a highly rated long john silvers open this late,"['Rating', 'Restaurant_Name', 'Hours']",,none
3178,Amenity,"['highly rated', 'long john silvers', 'open this late']",can you find a highly rated long john silvers open this late,"['Rating', 'Restaurant_Name', 'Hours']",,none
6220,Location,"['highly rated', 'long john silvers', 'open this late']",can you find a highly rated long john silvers open this late,"['Rating', 'Restaurant_Name', 'Hours']",,none
136,Rating,"['highly rated', 'long john silvers', 'open this late']",can you find a highly rated long john silvers open this late,"['Rating', 'Restaurant_Name', 'Hours']",highly rated,RatingRatingRating
9262,Hours,"['highly rated', 'long john silvers', 'open this late']",can you find a highly rated long john silvers open this late,"['Rating', 'Restaurant_Name', 'Hours']",open this late,HoursHoursHours
4699,Price,"['highly rated', 'long john silvers', 'open this late']",can you find a highly rated long john silvers open this late,"['Rating', 'Restaurant_Name', 'Hours']",,none
7741,Cuisine,"['highly rated', 'long john silvers', 'open this late']",can you find a highly rated long john silvers open this late,"['Rating', 'Restaurant_Name', 'Hours']",,none
10783,Restaurant_Name,"['highly rated', 'long john silvers', 'open this late']",can you find a highly rated long john silvers open this late,"['Rating', 'Restaurant_Name', 'Hours']",long john silvers,Restaurant_NameRestaurant_NameRestaurant_Name
3366,Amenity,"['holbrook', 'egg rolls']",does the trendy new place in holbrook have egg rolls,"['Location', 'Dish']",,none
7929,Cuisine,"['holbrook', 'egg rolls']",does the trendy new place in holbrook have egg rolls,"['Location', 'Dish']",,none
6408,Location,"['holbrook', 'egg rolls']",does the trendy new place in holbrook have egg rolls,"['Location', 'Dish']",holbrook,LocationLocation
9450,Hours,"['holbrook', 'egg rolls']",does the trendy new place in holbrook have egg rolls,"['Location', 'Dish']",,none
10971,Restaurant_Name,"['holbrook', 'egg rolls']",does the trendy new place in holbrook have egg rolls,"['Location', 'Dish']",,none
4887,Price,"['holbrook', 'egg rolls']",does the trendy new place in holbrook have egg rolls,"['Location', 'Dish']",,none
1845,Dish,"['holbrook', 'egg rolls']",does the trendy new place in holbrook have egg rolls,"['Location', 'Dish']",egg rolls,DishDish
324,Rating,"['holbrook', 'egg rolls']",does the trendy new place in holbrook have egg rolls,"['Location', 'Dish']",,none
10198,Hours,"['hole in the wall', 'high reviews', 'open late', 'drinks']",take me to a hole in the wall that has high reviews is open late and serve drinks,"['Amenity', 'Rating', 'Hours', 'Dish']",open late,HoursHoursHoursHours
5635,Price,"['hole in the wall', 'high reviews', 'open late', 'drinks']",take me to a hole in the wall that has high reviews is open late and serve drinks,"['Amenity', 'Rating', 'Hours', 'Dish']",,none
8677,Cuisine,"['hole in the wall', 'high reviews', 'open late', 'drinks']",take me to a hole in the wall that has high reviews is open late and serve drinks,"['Amenity', 'Rating', 'Hours', 'Dish']",,none
7156,Location,"['hole in the wall', 'high reviews', 'open late', 'drinks']",take me to a hole in the wall that has high reviews is open late and serve drinks,"['Amenity', 'Rating', 'Hours', 'Dish']",,none
1072,Rating,"['hole in the wall', 'high reviews', 'open late', 'drinks']",take me to a hole in the wall that has high reviews is open late and serve drinks,"['Amenity', 'Rating', 'Hours', 'Dish']",high reviews,RatingRatingRatingRating
11719,Restaurant_Name,"['hole in the wall', 'high reviews', 'open late', 'drinks']",take me to a hole in the wall that has high reviews is open late and serve drinks,"['Amenity', 'Rating', 'Hours', 'Dish']",,none
2593,Dish,"['hole in the wall', 'high reviews', 'open late', 'drinks']",take me to a hole in the wall that has high reviews is open late and serve drinks,"['Amenity', 'Rating', 'Hours', 'Dish']",drinks,DishDishDishDish
4114,Amenity,"['hole in the wall', 'high reviews', 'open late', 'drinks']",take me to a hole in the wall that has high reviews is open late and serve drinks,"['Amenity', 'Rating', 'Hours', 'Dish']",hole in the wall,AmenityAmenityAmenityAmenity
5062,Price,"['honolulu zoo', 'izakaya gazen']",how do i get from the honolulu zoo to izakaya gazen,"['Location', 'Restaurant_Name']",,none
11146,Restaurant_Name,"['honolulu zoo', 'izakaya gazen']",how do i get from the honolulu zoo to izakaya gazen,"['Location', 'Restaurant_Name']",izakaya gazen,Restaurant_NameRestaurant_Name
2020,Dish,"['honolulu zoo', 'izakaya gazen']",how do i get from the honolulu zoo to izakaya gazen,"['Location', 'Restaurant_Name']",,none
499,Rating,"['honolulu zoo', 'izakaya gazen']",how do i get from the honolulu zoo to izakaya gazen,"['Location', 'Restaurant_Name']",,none
6583,Location,"['honolulu zoo', 'izakaya gazen']",how do i get from the honolulu zoo to izakaya gazen,"['Location', 'Restaurant_Name']",honolulu zoo,LocationLocation
8104,Cuisine,"['honolulu zoo', 'izakaya gazen']",how do i get from the honolulu zoo to izakaya gazen,"['Location', 'Restaurant_Name']",,none
3541,Amenity,"['honolulu zoo', 'izakaya gazen']",how do i get from the honolulu zoo to izakaya gazen,"['Location', 'Restaurant_Name']",,none
9625,Hours,"['honolulu zoo', 'izakaya gazen']",how do i get from the honolulu zoo to izakaya gazen,"['Location', 'Restaurant_Name']",,none
822,Rating,"['hooters', 'in this area']",is there a hooters in this area,"['Restaurant_Name', 'Location']",,none
9948,Hours,"['hooters', 'in this area']",is there a hooters in this area,"['Restaurant_Name', 'Location']",,none
5385,Price,"['hooters', 'in this area']",is there a hooters in this area,"['Restaurant_Name', 'Location']",,none
6906,Location,"['hooters', 'in this area']",is there a hooters in this area,"['Restaurant_Name', 'Location']",in this area,LocationLocation
11469,Restaurant_Name,"['hooters', 'in this area']",is there a hooters in this area,"['Restaurant_Name', 'Location']",hooters,Restaurant_NameRestaurant_Name
8427,Cuisine,"['hooters', 'in this area']",is there a hooters in this area,"['Restaurant_Name', 'Location']",,none
3864,Amenity,"['hooters', 'in this area']",is there a hooters in this area,"['Restaurant_Name', 'Location']",,none
2343,Dish,"['hooters', 'in this area']",is there a hooters in this area,"['Restaurant_Name', 'Location']",,none
8388,Cuisine,"['hoseas restaurant', 'nearby', 'live music']",is the hoseas restaurant nearby and does it offer live music,"['Restaurant_Name', 'Location', 'Amenity']",,none
9909,Hours,"['hoseas restaurant', 'nearby', 'live music']",is the hoseas restaurant nearby and does it offer live music,"['Restaurant_Name', 'Location', 'Amenity']",,none
3825,Amenity,"['hoseas restaurant', 'nearby', 'live music']",is the hoseas restaurant nearby and does it offer live music,"['Restaurant_Name', 'Location', 'Amenity']",live music,AmenityAmenityAmenity
2304,Dish,"['hoseas restaurant', 'nearby', 'live music']",is the hoseas restaurant nearby and does it offer live music,"['Restaurant_Name', 'Location', 'Amenity']",,none
5346,Price,"['hoseas restaurant', 'nearby', 'live music']",is the hoseas restaurant nearby and does it offer live music,"['Restaurant_Name', 'Location', 'Amenity']",,none
783,Rating,"['hoseas restaurant', 'nearby', 'live music']",is the hoseas restaurant nearby and does it offer live music,"['Restaurant_Name', 'Location', 'Amenity']",,none
11430,Restaurant_Name,"['hoseas restaurant', 'nearby', 'live music']",is the hoseas restaurant nearby and does it offer live music,"['Restaurant_Name', 'Location', 'Amenity']",hoseas restaurant,Restaurant_NameRestaurant_NameRestaurant_Name
6867,Location,"['hoseas restaurant', 'nearby', 'live music']",is the hoseas restaurant nearby and does it offer live music,"['Restaurant_Name', 'Location', 'Amenity']",nearby,LocationLocationLocation
11251,Restaurant_Name,"['hot', 'way to work']",i need something hot to eat on the way to work,"['Cuisine', 'Location']",,none
2125,Dish,"['hot', 'way to work']",i need something hot to eat on the way to work,"['Cuisine', 'Location']",,none
6688,Location,"['hot', 'way to work']",i need something hot to eat on the way to work,"['Cuisine', 'Location']",way to work,LocationLocation
604,Rating,"['hot', 'way to work']",i need something hot to eat on the way to work,"['Cuisine', 'Location']",,none
